ProductName,Nutrient_category,Description,Contents,Formulated_For,Suplements Facts,Suplements Facts Images,Product_Image,QR_Video,FORMULATION ADVANTAGE:,Amino Acid Profile Per Serving,Benefits,Pdf_link,HealthConcern,Introduction,Risk Factors,Blood Pressure Classification,Nitric Oxide & Blood Pressure,Lifestyle Recommendations,Nutrient Recommendations,Signs & Symptoms,Insulin Resistance & PCOS,Causes,Autonomic Nervous System & Responses,Common Prescriptions,Nutrient Depletions,Sources of Nutrients
CM Core®,Unknown,"CM Core®, a formula backed by extensive clinical 
research, is designed to address several factors 
associated with ideal cardiometabolic health.","CM Core® provides a powerful formula for those seeking to optimize the multiple 
mechanisms of cardiovascular and metabolic health. The powerful combination of 
berberine and alpha lipoic acid (ALA) helps maintain heart function, metabolism, 
antioxidant status, and lipid and glucose levels already within the normal range. 
Among their numerous benefits, berberine and ALA activate the master metabolic 
switch, adenosine mono-phosphate kinase (AMPK). Activation of this powerful 
metabolic enzyme triggers a variety of genes that help improve metabolism, stabilize 
mitochondria, and enhance insulin sensitivity. Clinical trials demonstrate that berberine 
administration supports cardiometabolic health by maintaining healthy glucose levels, 
supporting normal LDL levels and optimizing metabolism. ALA is a well-known, potent 
antioxidant that scavenges free radicals and helps regenerate vitamin C, vitamin E and 
glutathione. Several studies have demonstrated that ALA supports normal glucose 
levels as well as maintains healthy blood vessel and circulatory health.","CARDIOVASCULAR 
HEALTH",Unknown,Unknown,CMCore.png,Unknown,Unknown,Unknown,Unknown,https://drive.google.com/file/d/17aT6hgZQOPLEiGmu4E_XD8cx5xa4PLRP/view,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
CollaGEN,Unknown,"CollaGEN combines type I hydrolyzed collagen, type II bioactive collagen peptides, 
mucopolysaccharides, and essential cofactors magnesium and vitamin C to protect and  
preserve connective tissue synthesis and regeneration.","Collagen is the primary structural protein found in connective tissue—it gives tendons, ligaments, fascia, cartilage, bone and skin structural stability. During collagen synthesis, amino acids are 
combined to form polypeptide chains. These chains are dependent on the cofactors magnesium and vitamin C to form the collagen triple helix. Lack of raw materials and essential 
cofactors, in addition to an unhealthy lifestyle, can lead to a weakened collagen structure. Over time, tissue elasticity and cellular production of type I and II collagen and hyaluronic acid 
decreases. Simultaneously, mechanical stress, cytokines and reactive oxygen species disrupt the process of collagen biosynthesis, resulting in weaker fibers.",MUSCULOSKELETAL HEALTH,Unknown,https://drive.google.com/uc?export=view&id=1fehDBxslneIyOnwPrTEN91hYlsBwBRZw,https://drive.google.com/uc?export=view&id=1woZorB-XY6H4u0jqlxqi-d8-zeReVBdw,https://drive.google.com/uc?export=view&id=1lq65q9QnIhZndaKl3snlyjOfEuLO8xTn,Unknown,Unknown,Unknown,https://drive.google.com/file/d/17aT6hgZQOPLEiGmu4E_XD8cx5xa4PLRP/view,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Collagen Factors,Unknown,"Collagen Factors provides key nutrients proven to support healthy connective 
tissue in the skin, tendons, ligaments, cartilage, joints and bone","Collagen Factors provides Mobilee®, a patented hyaluronic acid concentrate 
clinically proven to stimulate the body's own synthesis of hyaluronic acid, support 
muscle strength, and decrease joint inflammatory mediators to help support normal 
joint function and mobility. Vitamin C, L-proline and L-lysine help maintain 
all connective tissue structure and biomechanical properties by creating pro
collagen and stimulating collagen biosynthesis. L-proline is a major amino acid that 
is important for maintaining youthful skin, joints and tendons, and it is an essential 
component of collagen. L-lysine supports the collagen matrix that contributes to 
bone cartilage, connective tissue, veins, arteries and capillaries. Vitamin C—along with 
the amino acids proline and lysine—is essential for healthy collagen formation.  Zinc 
plays an important role in the structure of proteins and cell membranes. MSM helps 
maintain disulfide bonds that keep collagen strands strong and preserves connective 
tissue pliancy, which is crucial for supporting healthy joints, tendons, ligaments 
and other connective tissue. MSM has been shown to increase plasma glutathione, 
activating collagen’s defensive mechanisms against oxidative stress. Manganese is 
a structural component of antioxidant enzymes, facilitates bone development, and 
helps make amino acids","MUSCULOSKELETAL 
HEALTH",Unknown,https://drive.google.com/uc?export=view&id=10W3m0cQivLx4ddMyGuNcvBT__yE5f_e4,https://drive.google.com/uc?export=view&id=1dfrzF-WT6jkBuLTni-EiVcZ2d8HMvaqL,Unknown,Unknown,Unknown,Unknown,https://drive.google.com/file/d/17aT6hgZQOPLEiGmu4E_XD8cx5xa4PLRP/view,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
CopaCalm®,Unknown,"CopaCalm® is formulated to address daily stress 
and provide a state of relaxed focus without 
drowsiness.  This is especially beneficial at the 
time of a stressful occurrence or in anticipation of 
a stressful event","CopaCalm® contains a combination of ingredients designed to address stressful 
situations in the moment or may be taken in preparation for these events.  
L-theanine, an amino acid found in green tea, has been shown to quickly improve 
stress perception and resilience. GABA is the primary inhibitory neurotransmitter 
in the brain.  It has been shown to prevent stress-related messages and promote 
relaxation in the central nervous system. Huperzine alkaloids are derived from 
Huperzia serrata (whole plant extract), or Chinese club moss.  As a potent and selective 
acetylcholinesterase inhibitor, huperzine A helps to improve memory and support 
optimal cognitive health.",ENDOCRINE HEALTH COGNITIVE SUPPORT,Unknown,https://drive.google.com/uc?export=view&id=1VRkqE7ApIkwZQ45YR9It7MI_BUToqlrC,https://drive.google.com/uc?export=view&id=1XxHKwSy9vB09cBE-aDf44OOZV34CVcSm,https://drive.google.com/uc?export=view&id=1q0bKe8mxkc028OSqt6kxFE5dS-8an9r0,Unknown,Unknown,Unknown,https://drive.google.com/file/d/17aT6hgZQOPLEiGmu4E_XD8cx5xa4PLRP/view,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
CoQ-10,Unknown,"Coenzyme Q10
 (CoQ10
 ), also known as ubiquinone, is a 
pro-enzyme produced naturally within the body. CoQ10
 
plays a critical role in energy (ATP) production and is 
one of the most powerful lipid-soluble antioxidants","CoQ10
 is a potent antioxidant that prevents lipid and mitochondrial DNA oxidation. 
The body’s ability to produce and metabolize CoQ10
 has been reported to decrease 
with age. CoQ10
 deficiency may also be caused by impairment in CoQ10
 production, 
drug-induced depletion, gene mutations or oxidative stress. CoQ-10 is delivered 
in an oil-based, proprietary formulation and includes vitamin E for enhanced 
absorption and maximum stability","CARDIOVASCULAR 
HEALTH  ESSENTIAL VITAMINS",Unknown,https://drive.google.com/uc?export=view&id=1muMA8gKmfNNkE0XGWPyAiIingJz2HHnP,https://drive.google.com/uc?export=view&id=1KOXsB89Yq1z4dpUxRLvelvJaClmk06Cw,https://drive.google.com/uc?export=view&id=1ugOq1j90VmA2GzAiF6B5njiRClHRve_e,Unknown,Unknown,Unknown,https://drive.google.com/file/d/17aT6hgZQOPLEiGmu4E_XD8cx5xa4PLRP/view,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
CoQ-10 300 mg,Unknown,"Coenzyme Q10
 (CoQ10
 ), also known as ubiquinone, is a pro-enzyme 
produced naturally within the body. CoQ10
 plays a critical role in energy 
(ATP) production and is one of the most powerful lipid-soluble antioxidants. 
In cases of severe energy depletion, mitochondrial dysfunction and 
cardiovascular challenges, high-dose CoQ10  
should be selected.","CoQ10
 is a potent antioxidant that prevents lipid and mitochondrial DNA oxidation.  
After the age of 35 to 40, endogenous synthesis of CoQ10
 begins to decline. CoQ10
 
is an essential component of cellular energy production and has been shown to 
benefit high-energy systems, like the cardiovascular and immune systems. CoQ-10 
300 mg is highly concentrated for those that need to quickly and effectively increase 
levels of CoQ10
 .  It is delivered in an oil-based, proprietary formulation and includes 
vitamin E for enhanced absorption and maximum stability.","CARDIOVASCULAR 
HEALTH  ESSENTIAL VITAMINS",Unknown,https://drive.google.com/uc?export=view&id=1_Smq73GgEEXIbkHUTUuc5JBYiXHkpVnF,https://drive.google.com/uc?export=view&id=1eTFf8wNdh0kgxV2I0aFsnTrmvylvLHTj,https://drive.google.com/uc?export=view&id=1kTlwmcpHuZCGZE3ACF8PySFtXzOFAmZx,Unknown,Unknown,Unknown,https://drive.google.com/file/d/17aT6hgZQOPLEiGmu4E_XD8cx5xa4PLRP/view,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Active Biotransformation Support,Unknown,"The Core Restore® program is a strategic system designed to safely enhance and promote all three pathways of active biotransformation. The Core Restore® kit includes three active formulas—Core Support, MitoCORE® and PhytoCore— which function synergistically to provide the energy and nutritional cofactors for active biotransformation.","These formulas support both Phase I and Phase II pathways of liver biotransformation while promoting Phase III elimination pathways.
 How Core Restore® 
Helps Your Body Detoxify
THE CORE RESTORE GOALS
 REMOVE
 Decrease the 
Total Burden 
of Toxins
 REVITALIZE
 RESET
 Improve Liver 
Detoxi cation 
and Elimination 
Pathways
 Boost 
Mitochondrial 
Function and 
Recharge 
Cellular Energy 
Production The CDC estimates that more than 100,000 chemicals are used by Americans annually, with approximately 1,000 new chemicals introduced each year.
 Core Restore® is a comprehensive program that removes toxins, 
enhances digestion, improves nutrient absorption, 
and boosts energy levelshelping you feel renewed and energized.
 Evidence suggests even low-level toxicity is related to a variety of health concerns. If toxins are not processed effectively, they can accumulate in the 
body, causing fatigue, mental fog, hormone disruption or unexplained weight gain. 
GENTLE
 Optimize your body's 
natural cleansing process
 EFFECTIVE
 Support all phases 
of liver detoxi cation
 CONVENIENT
 Includes everything you need 
for the complete protocol, plus 
a step-by-step Patient Handbook
 In addition, the standard American diet, which is high in sugar and caffeine while low in nutrient density and fiber, has been shown to slow detoxification 
mechanisms and reduce the elimination of toxins. Therefore, it is important to have a comprehensive, evidence-based strategy that supports the key 
phases of detoxification.",Unknown,Unknown,Unknown,https://drive.google.com/uc?export=view&id=1MGJxNFqkwFh3TldSR3Y2H9ZTB-3Ss4oa,Unknown,Unknown,Unknown,Unknown,https://drive.google.com/file/d/17aT6hgZQOPLEiGmu4E_XD8cx5xa4PLRP/view,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Core Restore®,"Each Core Restore® Kit Includes:
Core Support DETOX POWDER MitoCORE® CAPSULES PhytoCore CAPSULES Core Restore® Patient Notebook",Unknown,Unknown,"DETOX 
SUPPORT
GASTROINTESTINAL 
HEALTH",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,https://drive.google.com/file/d/17aT6hgZQOPLEiGmu4E_XD8cx5xa4PLRP/view,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Core Restore®,Core Support DETOX POWDER,"Provides 15 g of hypoallergenic brown rice protein
8 g of fiber with 0 g of added sugar
Provides an antioxidant-rich vegetable extract blend and polyphenols to support all thra phases of detoxification",Unknown,Unknown,Unknown,https://drive.google.com/uc?export=view&id=1USuDNgRZbic79-_yUoyH5vUeSHp4RWyA,Unknown,Unknown,Unknown,Unknown,Unknown,https://drive.google.com/file/d/17aT6hgZQOPLEiGmu4E_XD8cx5xa4PLRP/view,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Core Restore®,MitoCORE® CAPSULES,"Scientifically formulated to boost 
mitochondrial reserves and recharge 
cellular energy production.
 • Delivers comprehensive micronutrient  
support and key phytonutrients for all 
three phases of detoxification",Unknown,Unknown,Unknown,https://drive.google.com/uc?export=view&id=1twGofjeIOiMfmYCn2GJ6xyHRBhjtvLv0,Unknown,Unknown,Unknown,Unknown,Unknown,https://drive.google.com/file/d/17aT6hgZQOPLEiGmu4E_XD8cx5xa4PLRP/view,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Core Restore®,PhytoCore CAPSULES,"• Provides key phytonutrients  to 
support and protect the liver
 • Supports Phase I and II liver 
detoxification and healthy bile 
acid production",Unknown,Unknown,Unknown,https://drive.google.com/uc?export=view&id=130tOFREB1QvmOUgWY5EY00dNfo23TUU7,Unknown,Unknown,Unknown,Unknown,Unknown,https://drive.google.com/file/d/17aT6hgZQOPLEiGmu4E_XD8cx5xa4PLRP/view,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Core Restore®,Core Restore® Patient Notebook,"Step-by-step guide to the program, 
offering easy to follow instructions of 
each stage
 • Complete with chef-inspired healthy 
recipes and an easy to use sample 
meal plan",Unknown,Unknown,Unknown,Unknown,https://drive.google.com/uc?export=view&id=1mmOsSS59LkQ0APNmc6SriWGpduYteqBa,https://drive.google.com/uc?export=view&id=1zk5KnEkOaQtWpBHJMaWVPSwDiv0uMVmK,Unknown,Unknown,Unknown,https://drive.google.com/file/d/17aT6hgZQOPLEiGmu4E_XD8cx5xa4PLRP/view,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Core Support,"Glucuronidation
Glutathione Conjugation
Acetylation
Amino Acid Conjugation
Sulfation
Methylation",Core Support is scientifically formulated to provide advanced support for increased Phase II liver detoxification and Phase III toxin elimination.,"Core Support provides 15 g of hypoallergenic brown rice protein and 8 g of fiber with 0 g of added sugar to effectively promote metabolic detoxification and features clean macronutrients, key phytonutrients, fiber and alkalinizing factors to enhance the detoxification and elimination of xenobiotics and xenoestrogens from the body",GASTROINTESTINAL HEALT,Unknown,Unknown,https://drive.google.com/uc?export=view&id=1wxJr1URVRcN0LTvdg4YiRHtAH_WlUJtm,https://drive.google.com/uc?export=view&id=1bw9WEESfxP6I2O5t2nHgoOYrHqr1FIwk,Unknown,"Alanine: 870 mg, Arginine: 1,510 mg, Aspartic Acid: 1,570 mg, Cysteine: 450 mg, Glutamic Acid: 2,985 mg, Glycine: 1,450 mg, Histidine: 395 mg, Isoleucine: 690 mg, Leucine: 1,630 mg, Lysine: 450 mg, Methionine: 485 mg, Phenylalanine: 900 mg, Proline: 660 mg, Serine: 935 mg, Threonine: 660 mg, Tryptophan: 210 mg, Tyrosine: 885 mg, Valine: 935 mg",Unknown,https://drive.google.com/file/d/17aT6hgZQOPLEiGmu4E_XD8cx5xa4PLRP/view,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Core Support,Core Support French Vanilla,Unknown,Unknown,GASTROINTESTINAL HEALT,Unknown,https://drive.google.com/uc?export=view&id=10pRQTrr8Tg7UvKmkLTQNA-utXoB40IBL,https://drive.google.com/uc?export=view&id=1wxJr1URVRcN0LTvdg4YiRHtAH_WlUJtm,https://drive.google.com/uc?export=view&id=1bw9WEESfxP6I2O5t2nHgoOYrHqr1FIwk,Unknown,"Alanine: 870 mg, Arginine: 1,510 mg, Aspartic Acid: 1,570 mg, Cysteine: 450 mg, Glutamic Acid: 2,985 mg, Glycine: 1,450 mg, Histidine: 395 mg, Isoleucine: 690 mg, Leucine: 1,630 mg, Lysine: 450 mg, Methionine: 485 mg, Phenylalanine: 900 mg, Proline: 660 mg, Serine: 935 mg, Threonine: 660 mg, Tryptophan: 210 mg, Tyrosine: 885 mg, Valine: 935 mg",Unknown,https://drive.google.com/file/d/17aT6hgZQOPLEiGmu4E_XD8cx5xa4PLRP/view,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Core Support,Core Support Chocolate,Unknown,Unknown,GASTROINTESTINAL HEALT,Unknown,https://drive.google.com/uc?export=view&id=1y3uhw4APHjjZtSGJ59yqgJ-BzXp5raql,https://drive.google.com/uc?export=view&id=1wxJr1URVRcN0LTvdg4YiRHtAH_WlUJtm,https://drive.google.com/uc?export=view&id=1bw9WEESfxP6I2O5t2nHgoOYrHqr1FIwk,Unknown,"Alanine: 870 mg, Arginine: 1,510 mg, Aspartic Acid: 1,570 mg, Cysteine: 450 mg, Glutamic Acid: 2,985 mg, Glycine: 1,450 mg, Histidine: 395 mg, Isoleucine: 690 mg, Leucine: 1,630 mg, Lysine: 450 mg, Methionine: 485 mg, Phenylalanine: 900 mg, Proline: 660 mg, Serine: 935 mg, Threonine: 660 mg, Tryptophan: 210 mg, Tyrosine: 885 mg, Valine: 935 mg",Unknown,https://drive.google.com/file/d/17aT6hgZQOPLEiGmu4E_XD8cx5xa4PLRP/view,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Cosmedix,Unknown,"Cosmedix includes an array of essential vitamins, minerals and 
phytonutrients needed to support healthy skin, hair and nails.","Research shows collagen production begins to decrease at around age 18 and 
continues to decline at a rate of about 1% each year after age 40. After menopause, 
skin thickness may decrease at a rate of about 1.13% annually. Betaine HCl supports 
optimal protein breakdown, allowing for more efficient manufacturing of collagen 
during years of decreased collagen production. MSM is a source of bioavailable 
sulfur, which plays an integral role in regeneration of collagen in skin and hair. Saw 
palmetto is added to support normal levels of dihydrotestosterone (DHT), known to 
promote the health and thickness of hair. This formulation also includes key nutrients 
such as silica (from horsetail grass), biotin and vitamin A to provide a complete 
spectrum of support for healthy skin, hair and nails.","WOMEN'S 
HEALTH",Unknown,https://drive.google.com/uc?export=view&id=1Z3XmLm2U4TsZ9B1UDYzFE7HAr5qpcvte,https://drive.google.com/uc?export=view&id=1apLwdFA9K8aBsXD5s-FHvJUdU3W3Vnhg,Unknown,Unknown,Unknown,Unknown,https://drive.google.com/file/d/17aT6hgZQOPLEiGmu4E_XD8cx5xa4PLRP/view,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Cryptolepis,Unknown,"Cryptolepis is a plant containing alkaloids, tannins 
and flavones that helps maintain microbial balance.","Cryptolepis sanguinolenta is a plant that is traditionally used in Ghana and other 
regions of Africa for addressing various microbial challenges. It helps maintain 
normal inflammatory and microbial balance, and provides antioxidant support 
for those with high spirochete load. Spirochetes are bacteria that are usually 
spread by tick bites, and are often accompanied by other associated microbes 
that can make recovery especially challenging. Cryptolepis and its main alkaloid, 
cryptolepine, have shown microbial balancing activity for inhibiting unwanted 
bacterial organisms, including strong activity against both growing and non
growing stationary phase spirochetes. Cryptolepis tincture is often used alongside 
other plants such as cat’s claw, Japanese knotweed, Andrographis, and sweet 
wormwood for a comprehensive approach to maintaining microbial balance and 
reducing immune burden.","IMMUNE 
HEALTH",Unknown,https://drive.google.com/uc?export=view&id=15UaXF9flLMnloTzvMZNbEF-fJItzxzuS,https://drive.google.com/uc?export=view&id=1BVn-ruEDzz7QfNcD5qOix7Zreibk8DB9,Unknown,Unknown,Unknown,Unknown,https://drive.google.com/file/d/17aT6hgZQOPLEiGmu4E_XD8cx5xa4PLRP/view,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Cystistatin,Unknown,"Cystistatin is a botanical blend formulated to 
promote a healthy urinary tract.","The botanical formula in Cystistatin promotes microbial balance and supports 
immune function for a healthy urinary tract. Bacteria can enter the urinary tract 
through the urethra or, in rare cases, the bloodstream. Women are generally at 
greater risk for this occurrence. One of the key ingredients in Cystistatin is uva ursi 
leaf extract, standardized to include the microbial-balancing compound arbutin. 
The dried leaves of uva ursi not only provide arbutin, but also methylarbutin, 
flavonoids, allantoin, tannins, gallic and ellagic acids, volatile oils and urvone. These 
components work synergistically to promote healthy bacterial balance in the 
urinary tract. Another primary ingredient, berberine hydrochloride, is extracted 
from the roots and barks of many plants. It is effective in blocking the adhesion of 
microbes to host cells. The botanicals marshmallow root, celery seed extract 
and bladderwrack leaf are also important for microbial balance in the urinary 
system. The soothing activity of marshmallow root results in the promotion of a 
healthy mucosal surface in the urinary tissues and membranes. Celery seed extract 
and bladderwrack are supported by research to promote a healthy flushing of the 
urinary tract.","IMMUNE 
HEALTH WOMEN'S HEALTH",Unknown,https://drive.google.com/uc?export=view&id=1RJBc7E-BKIKHqeCW6RKKHfENOzsslcI0,https://drive.google.com/uc?export=view&id=1OQUSBc85lRzTe3S4uIrc0V2jNupePhK-,Unknown,Unknown,Unknown,Unknown,https://drive.google.com/file/d/17aT6hgZQOPLEiGmu4E_XD8cx5xa4PLRP/view,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
D-Hist Jr.™,Unknown,"D-Hist Jr.™ is a great-tasting, chewable tablet 
that includes a targeted blend of flavonoids, 
antioxidants, proteolytic enzymes and botanicals.","D-Hist Jr.™ is designed to provide comprehensive support for children with seasonal 
challenges caused by common environmental allergens. The unique nutritional 
combination safely promotes healthy mucosal passages for children with elevated 
histamine and respiratory irritation. Quercetin is known for its ability to stabilize 
mast cells, thereby diminishing the release of histamine, the compound known to 
cause hypersensitivity reactions. Studies have shown stinging nettle leaf (Urtica 
dioica) balances immune and inflammatory responses, specifically in the airways 
and nasal passages. Bromelain is a plant enzyme naturally found in pineapples 
and has been shown to enhance the absorption of quercetin. Bromelain has also 
been shown to reduce circulating allergenic protein complexes associated with 
hyperimmune sensitivity and seasonal discomfort. N-acetyl cysteine (NAC) is 
an amino acid precursor to one of the most important antioxidants in the body, 
glutathione. Both glutathione and NAC help reduce the viscosity of mucus, 
allowing for cleared airways and improved respiratory health. Vitamin C cannot 
be synthesized by humans and is therefore an essential nutrient that must be 
consumed in the diet. Among its numerous health-promoting properties, vitamin 
C is distinctively beneficial for individuals with seasonal discomfort because of its 
ability to deactivate histamine. It supports the immune system and also acts as a 
potent antioxidant.","IMMUNE 
HEALTH SPECIALTY APPLICATIONS",Unknown,https://drive.google.com/uc?export=view&id=1TF30LJ8v9bbarMFunJRiasclzNXNM3P0,https://drive.google.com/uc?export=view&id=17qOgx5QFUU06phJFXWdjfyJZnY0ojl0a,Unknown,Unknown,Unknown,Unknown,https://drive.google.com/file/d/17aT6hgZQOPLEiGmu4E_XD8cx5xa4PLRP/view,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
DG Protect,Unknown,"DG Protect is a uniquely designed digestive enzyme targeting gluten and 
dairy digestion.","Patients with gluten and dairy sensitivities require protection and flexibility in food 
choices. The unique enzyme blend in DG Protect helps digest both gluten and 
dairy proteins and lactose to ensure each food component is effectively broken 
down for better absorption and a controlled immune response. DG Protect includes 
endopeptidase and exopeptidase activity to break down gluten proteins, as well 
as a unique mixture of protease enzymes and lactase to support digestion of 
multiple constituents of milk and dairy products.","GASTROINTESTINAL 
HEALTH",Unknown,https://drive.google.com/uc?export=view&id=1k2kgQSrvBPR-Y08lB1ZvooZcBj_oHj26,https://drive.google.com/uc?export=view&id=1Vjkh5FS6hbmL2gMLM1f0trU70KduvoES,Unknown,Unknown,Unknown,Unknown,https://drive.google.com/file/d/17aT6hgZQOPLEiGmu4E_XD8cx5xa4PLRP/view,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
DGL,Unknown,"DGL, or deglycyrrhizinated licorice, is a form of licorice root that has been 
specially processed to include only biologically active flavonoids.","DGL, or deglycyrrhizinated licorice, is a form of licorice root that has been specially 
processed to contain only biologically active flavonoids, without glycyrrhizin. The 
deglycyrrhized form of licorice allows for higher dosing of supportive flavonoids, 
which helps maintain a healthy mucosal surface in the stomach. Traditionally used to 
support GI-related complaints, research has shown DGL promotes bacterial balance 
and a healthy esophageal lining. Along with DGL, the formula also contains aloe vera, 
slippery elm bark and marshmallow root, all used to soothe the GI tract. Each 
serving contains 150 mg DGL. Since almost 80% of pathogens enter the body through 
either mucosal tissue or remain localized on mucosal surfaces, a healthy mucosal 
lining is of the utmost importance for digestive health.","GASTROINTESTINAL 
HEALTH",Unknown,https://drive.google.com/uc?export=view&id=1gea2C0G8Wdd8pDmIw2Hh2noDSrg3ppbf,https://drive.google.com/uc?export=view&id=1Xn03IxURwViSNEPiNepQzPEbxNjWdxZG,Unknown,Unknown,Unknown,Unknown,https://drive.google.com/file/d/17aT6hgZQOPLEiGmu4E_XD8cx5xa4PLRP/view,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
DHEA,Unknown,"DHEA, or dehydroepiandrosterone, is a  steroid hormone precursor that helps 
promote healthy hormone levels and supports the stress response system.","DHEA is a crucial counterpart to the stress hormone cortisol. It maintains normal 
inflammatory balance and protects brain tissues, such as the hippocampus, where 
excessive cortisol secretion can affect mood regulation and memory. Because of the 
catabolic effect excessive cortisol levels have on the body, balancing the cortisol
to-DHEA ratio has been shown to reverse classic stress-induced physiological 
responses, promote optimal bone density and support healthy aging. DHEA 
supplementation is particularly important for those that have been found to be 
deficient through testing, as well as those who need immediate cortisol-to-DHEA 
ratio support. This formulation includes either 5 mg or 25 mg of DHEA derived 
from wild yam, allowing for incremental oral supplementation and flexibility with 
numerous hormone-balancing and stress-fighting protocols.","ENDOCRINE 
HEALTH",Unknown,https://drive.google.com/uc?export=view&id=1csugDMSkodiDF-04EOHzqfCAdgX8CeA1,https://drive.google.com/uc?export=view&id=133WblbLZqHNRrIS_5sGN5kqnH3C8Ky68,Unknown,Unknown,Unknown,Unknown,https://drive.google.com/file/d/17aT6hgZQOPLEiGmu4E_XD8cx5xa4PLRP/view,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
